,station_name,poi_name,latitude,longitude,address,distance_m,category
2178,Broad & Reed,The Dolphin Tavern,39.93059331086254,-75.16821515026264,"1539 S Broad St, Philadelphia, PA 19147",271,Dive Bar
2179,Broad & Reed,JNA Institute of Culinary Arts,39.935221667088356,-75.16789505310742,"1212 S Broad St (Ellsworth), Philadelphia, PA 19146",244,American Restaurant
2180,Broad & Oregon,Johnny Chang's,39.91800539292307,-75.1708331907566,"2601 S Broad St (at W Shunk St), Philadelphia, PA 19148",93,Sushi Restaurant
2181,Broad & Oregon,SouthHouse,39.91803133431034,-75.1687293334536,"2535 S 13th St (Shunk), Philadelphia, PA 19148",212,Bar
2182,Broad & Oregon,Caffe Chicco,39.91873892774997,-75.17122391682463,"2532 S Broad St (between Porter & Shunk Streets), Philadelphia, PA 19145",175,Café
2183,Broad & Oregon,Scannicchio's,39.919354267886376,-75.17087317296719,"2500 S Broad St, Philadelphia, PA 19145",242,Italian Restaurant
2185,Broad & Oregon,L'Angolo Ristorante,39.91956206367489,-75.17136297948085,"1415 W Porter St, Philadelphia, PA 19145",268,Italian Restaurant
2194,Penn Treaty Park,Ekta Indian Cuisine,39.96927,-75.132645,"1142 Crease St (Marlborough St.), Philadelphia, PA 19125",381,Indian Restaurant
2195,Penn Treaty Park,Murph's Bar,39.96897,-75.133418,"202 E Girard Ave (at Frankford Ave), Philadelphia, PA 19125",407,Italian Restaurant
2196,Penn Treaty Park,Barcade,39.96755264839301,-75.13459302918925,"1114 Frankford Ave (W Girard Ave & W Widley St), Philadelphia, PA 19125",431,Bar
2197,Penn Treaty Park,Johnny Brenda's,39.96899061147213,-75.13425008138374,"1201 Frankford Ave (at Girard Ave), Philadelphia, PA 19125",466,Bar
2201,24th & Sansom,Rosy's Taco Bar,39.95110946130918,-75.17851029130975,"2220 Walnut St, Philadelphia, PA 19103",123,Taco Restaurant
2202,24th & Sansom,Erawan Thai Cuisine,39.95175967423992,-75.17835023927651,"123 S 23rd St (btw Sansom & Walnut), Philadelphia, PA 19103",94,Thai Restaurant
2203,24th & Sansom,Ambrosia Ristorante BYOB,39.949964492464765,-75.17958806413459,"231 S 24th St, Philadelphia, PA 19103",223,Italian Restaurant
2208,24th & Sansom,Bonner's Irish Pub,39.951778824223354,-75.17845678172074,"120 S 23rd St (at Sansom St), Philadelphia, PA 19103",85,Bar
2213,2nd & Snyder,The Wild Burrito,39.92281027634022,-75.1525331999143,"2015 E Moyamensing Ave, Philadelphia, PA 19148",254,Burrito Restaurant
2215,2nd & Snyder,Terryin,39.921944217478746,-75.15282186830889,"358 Snyder Ave, Philadelphia, PA 19148",243,Chinese Restaurant
2221,4th & Arch,La Locanda Del Ghiottone,39.95304470547211,-75.14512461415435,"130 N 3rd St (at Cherry St), Philadelphia, PA 19106",197,Italian Restaurant
2224,4th & Arch,Kisso Sushi Bar,39.95427766849037,-75.1464039502837,"205 N 4th St (4th & Race), Philadelphia, PA 19106",223,Sushi Restaurant
2228,4th & Arch,ICI Macarons & Cafe,39.950572,-75.145401,"11 N 3rd St, Philadelphia, PA 19106",256,Café
2230,Manayunk Bridge,SMoKE Cigar & Hookah Parlor,40.026882596458854,-75.22644100723285,"4453 Main St (at Green Ln), Philadelphia, PA 19127",160,Hookah Bar
2234,Manayunk Bridge,Laxmi's Indian Grille,40.026381441882044,-75.22554688762149,"4425 Main St (at Carson St), Philadelphia, PA 19127",253,Indian Restaurant
2235,Manayunk Bridge,Taqueria Amor,40.02603429958777,-75.22505097899997,"4410 Main St (btwn Gay St & Levering St), Philadelphia, PA 19127",310,Mexican Restaurant
2237,Manayunk Bridge,Chabaa Thai Bistro,40.025885185734644,-75.22444180920658,"4343 Main St, Philadelphia, PA 19127",360,Thai Restaurant
2238,Manayunk Bridge,United States Hotel Bar,40.026492560925526,-75.22618864838137,"4439 Main St, Philadelphia, PA 19127",207,Bar
2239,Manayunk Bridge,Jake's and Cooper's Wine Bar,40.02573725907788,-75.22425082675446,"4365 Main St, Philadelphia, PA 19127",383,New American Restaurant
2241,44th & Walnut,Saad's Halal Restaurant,39.954964,-75.21185,"4500 Walnut St (at 45th St), Philadelphia, PA 19139",169,Middle Eastern Restaurant
2243,44th & Walnut,Kilimandjaro,39.95676607480428,-75.2089249938346,"4301 Chestnut St (btwn S 44th & S 43rd St), Philadelphia, PA 19104",200,African Restaurant
2245,44th & Walnut,Kaffa Crossing,39.95686570269632,-75.21052270723752,"4421 Chestnut St, Philadelphia, PA 19104",202,Ethiopian Restaurant
2246,44th & Walnut,Makkah Market,39.95493752408301,-75.20844803595514,"4249 Walnut St, Philadelphia, PA 19104",122,Middle Eastern Restaurant
2247,44th & Walnut,Best China Inn,39.95416251433907,-75.21129342117389,"4423 Locust St, Philadelphia, PA 19104",160,Chinese Restaurant
2249,44th & Walnut,Abyssinia,39.95413034678355,-75.21174073722528,"229 S 45th St (at Locust St), Philadelphia, PA 19104",192,Ethiopian Restaurant
2252,12th & Cambria,On My Post,39.994072669079436,-75.14880947791389,"Lehigh Ave, Philadelphia, PA 19133",290,Bar
2254,12th & Cambria,Halal Steaks,39.995325198568665,-75.15392471409723,"2739 N Broad St, Philadelphia, PA 19132",367,Restaurant
2258,12th & Cambria,Taco Bell,39.99977309234654,-75.15373459974586,"3032 N Broad St, Philadelphia, PA 19132",484,Fast Food Restaurant
2260,Fairmount & Ridge,Lorraine,39.96799374905181,-75.16237877250926,"1502 Brown St, Philadelphia, PA 19130",131,Bar
2261,Fairmount & Ridge,Sals Seafood,39.9664448073453,-75.16090341944735,"676 N Broad St, Philadelphia, PA 19130",86,Seafood Restaurant
2263,Fairmount & Ridge,Osteria,39.965029,-75.161056,"640 N Broad St, Philadelphia, PA 19130",239,Italian Restaurant
2268,Fairmount & Ridge,Coffee Cream & Dreams,39.966923432416685,-75.16239644226121,"1500 Fairmount Ave (at N 15th St), Philadelphia, PA 19130",101,Café
2271,"Spring Garden Station, BSL",Starbucks,39.962328671325146,-75.16227504323092,"490 N Broad St, Philadelphia, PA 19130",91,Coffee Shop
2274,"Spring Garden Station, BSL",Osteria,39.965029,-75.161056,"640 N Broad St, Philadelphia, PA 19130",288,Italian Restaurant
2278,"Spring Garden Station, BSL",Kelliann's Bar & Grill,39.963014,-75.164509,"1549 Spring Garden St, Philadelphia, PA 19130",288,Dive Bar
2280,8th & Spruce,Talula's Garden,39.94714094280398,-75.15347877070249,"210 W Washington Sq (btwn Walnut St & Locust St), Philadelphia, PA 19106",209,New American Restaurant
2282,8th & Spruce,Talula's Daily,39.94720819910365,-75.153444974205,"208 W Washington Sq, Philadelphia, PA 19106",217,Café
2283,8th & Spruce,Good Karma Cafe,39.94467167210889,-75.15797234416873,"928 Pine St (at 10th St), Philadelphia, PA 19107",272,Café
2285,8th & Spruce,Kanella,39.94626186730036,-75.15794330039307,"1001 Spruce St, Philadelphia, PA 19107",251,Greek Restaurant
2287,8th & Spruce,Sweetgreen,39.94832076167723,-75.15701806486913,"924 Walnut St (at 10th St), Philadelphia, PA 19107",333,Salad Restaurant
2288,8th & Spruce,Jiggy Coffee,39.944622,-75.158345,"1000 Pine St (10th St), Philadelphia, PA 19107",303,Coffee Shop
2294,American & Berks,Alamodak Restaurant,39.976365680254986,-75.13740157331392,"161 Cecil B Moore Ave (N. Hancock), Philadelphia, PA 19122",278,Halal Restaurant
2298,American & Berks,Buzz Cafe,39.977471074816684,-75.13501932584151,"1800 N Howard St, Philadelphia, PA 19122",366,Café
2308,5th & Spring Garden,Pura Vida,39.9636270884807,-75.1476483742907,"527 Fairmount Ave, Philadelphia, PA 19123",229,Latin American Restaurant
2311,52nd & Chestnut,Brown Sugar Bakery & Cafe,39.956472693718695,-75.22550884791522,"219 S 52nd St (at Chancellor St.), Philadelphia, PA 19139",228,Caribbean Restaurant
2315,52nd & Chestnut,Top Taste,39.96118545959108,-75.22486763865805,"40 N 52nd St, Philadelphia, PA 19139",327,Caribbean Restaurant
2316,52nd & Chestnut,Maximum Level,39.957315659921065,-75.22397026582351,"5118 Sansom St, Philadelphia, PA 19139",109,Bar
2321,42nd & Woodland,Starbucks,39.946772,-75.206731,"4140 Woodland Ave (at Woodland Ave), Philadelphia, PA 19104",46,Coffee Shop
2325,42nd & Woodland,Green Line Cafe,39.949702,-75.209126,"4239 Baltimore Ave (at 43rd St), Philadelphia, PA 19104",338,Coffee Shop
2329,42nd & Woodland,Renata's Kitchen,39.949588775634766,-75.20314025878906,"3940 Baltimore Ave (40th St), Philadelphia, PA 19104",418,Mediterranean Restaurant
2330,17th & Sansom,Luke's Lobster,39.950642282606665,-75.16894713014693,"130 S 17th St (at Sansom St), Philadelphia, PA 19103",53,Seafood Restaurant
2331,17th & Sansom,Tria Cafe Rittenhouse,39.9509483,-75.1704197,"123 S 18th St (Rittenhouse Sq.), Philadelphia, PA 19103",77,Wine Bar
2333,17th & Sansom,Dizengoff,39.95071550302768,-75.16836116134685,"1625 Sansom St, Philadelphia, PA 19103",100,Israeli Restaurant
2334,17th & Sansom,The Dandelion,39.951038522168545,-75.17068929970264,"124 S 18th St (at Sansom St), Philadelphia, PA 19103",101,English Restaurant
2335,17th & Sansom,Gran Caffe L'Aquila,39.951727725547904,-75.16939016959759,"1716 Chestnut St, Philadelphia, PA 19103",102,Italian Restaurant
2336,17th & Sansom,The Love,39.95077944503111,-75.17090857028961,"130 S 18th St (Sansom), Philadelphia, PA 19103",117,New American Restaurant
2354,10th & Nevada,Tai's Vietnamese Food,39.98193759610899,-75.15285691712718,"1835 N 12th St, Philadelphia, PA 19122",571,Vietnamese Restaurant
2361,27th & Clearfield,Twin Dragon Chinese Restaurant,40.00450338072625,-75.17306318767709,"2617 W Allegheny Ave (Allegheny ave and bailey st), Philadelphia, PA 19132",205,Chinese Restaurant
2370,24th & Christian,Thai Square Restaurant,39.94258014506257,-75.18539078822691,"2521 Christian St, Philadelphia, PA 19146",180,Thai Restaurant
2371,24th & Christian,The Sidecar Bar & Grille,39.94172583254961,-75.17939674133275,"2201 Christian St (at 22nd St), Philadelphia, PA 19146",339,Bar
2372,24th & Christian,Ultimo Coffee,39.94252536801373,-75.17905780552434,"2149 Catharine St (22nd St), Philadelphia, PA 19146",368,Coffee Shop
2373,24th & Christian,Los Camaradas,39.94081601901921,-75.17973144125848,"918 S 22nd St (at Carpenter St), Philadelphia, PA 19146",341,Mexican Restaurant
2380,Walnut & Rittenhouse,La Colombe Coffee Roasters,39.950775735558906,-75.17227547043973,"130 S 19th St (btwn Sansom & Walnut St), Philadelphia, PA 19103",82,Coffee Shop
2381,Walnut & Rittenhouse,Lacroix Restaurant at The Rittenhouse,39.94968254511642,-75.17269317887805,"210 W Rittenhouse Sq, Philadelphia, PA 19103",84,Restaurant
2382,Walnut & Rittenhouse,Machi Sushi Bar,39.950026466691384,-75.17370116478132,"209 S 20th St (Walnut St.), Philadelphia, PA 19103",65,Sushi Restaurant
2383,Walnut & Rittenhouse,Almaz Cafe,39.95067716891859,-75.17380949105907,"140 S 20th St (at Walnut St.), Philadelphia, PA 19103",69,Ethiopian Restaurant
2385,Walnut & Rittenhouse,Village Whiskey,39.95128529751654,-75.17364332772435,"118 S 20th St (at Sansom St), Philadelphia, PA 19103",111,Whisky Bar
2387,Walnut & Rittenhouse,Zama,39.95089666989317,-75.17215583442001,"128 S 19th St (btwn Sansom & Walnut), Philadelphia, PA 19103",98,Japanese Restaurant
2388,Walnut & Rittenhouse,K'Far,39.951446,-75.172111,"110 S 19th St, Philadelphia, PA 19103",144,Café
2392,"19th & Girard, PTTI",Libertee Grounds,39.971599334023246,-75.16321131961746,"1600 W Girard Ave, Philadelphia, PA 19130",388,Beer Bar
2398,"19th & Girard, PTTI",Vineyards Cafe,39.96984341458582,-75.1629700916429,"847 N 16th St, Philadelphia, PA 19130",499,Coffee Shop
2401,City Hall South,La Colombe Coffee Roasters,39.951659480836746,-75.16523808706552,"1414 S Penn Sq (at S 15th St), Philadelphia, PA 19102",111,Coffee Shop
2411,58th & Spruce,Ol Boys,39.95760956235027,-75.24145088632083,"243 S 60th St, Philadelphia, PA 19139",277,Southern Food Restaurant
2419,58th & Spruce,Hyon's Seafood Restaurant,39.955421855882946,-75.23434041269194,"5600 Spruce St, Philadelphia, PA 19139",383,Seafood Restaurant
2421,Cresson & Levering,Chabaa Thai Bistro,40.025885185734644,-75.22444180920658,"4343 Main St, Philadelphia, PA 19127",69,Thai Restaurant
2422,Cresson & Levering,Taqueria Amor,40.02603429958777,-75.22505097899997,"4410 Main St (btwn Gay St & Levering St), Philadelphia, PA 19127",73,Mexican Restaurant
2424,Cresson & Levering,Volo Coffeehouse,40.025735,-75.223964,"4360 Main St (at Levering St), Philadelphia, PA 19127",95,Coffee Shop
2425,Cresson & Levering,Jake's and Cooper's Wine Bar,40.02573725907788,-75.22425082675446,"4365 Main St, Philadelphia, PA 19127",87,New American Restaurant
2426,Cresson & Levering,Han Dynasty,40.0255810217567,-75.22382460811681,"4356 Main St, Philadelphia, PA 19127",116,Chinese Restaurant
2427,Cresson & Levering,Laxmi's Indian Grille,40.026381441882044,-75.22554688762149,"4425 Main St (at Carson St), Philadelphia, PA 19127",94,Indian Restaurant
2432,10th & Chestnut,Honeygrow,39.950876736160026,-75.15823287895564,"15 S 11th St, Philadelphia, PA 19107",158,Salad Restaurant
2436,10th & Chestnut,Sweetgreen,39.94832076167723,-75.15701806486913,"924 Walnut St (at 10th St), Philadelphia, PA 19107",193,Salad Restaurant
2441,"52nd St Station, MFL ",Top Taste,39.96118545959108,-75.22486763865805,"40 N 52nd St, Philadelphia, PA 19139",137,Caribbean Restaurant
2446,"52nd St Station, MFL ",Brown Sugar Bakery & Cafe,39.956472693718695,-75.22550884791522,"219 S 52nd St (at Chancellor St.), Philadelphia, PA 19139",403,Caribbean Restaurant
2450,11th & Washington,Nam Phuong Restaurant,39.93651337954465,-75.1619692866496,"1100 Washington Ave (at 11th St), Philadelphia, PA 19147",104,Vietnamese Restaurant
2451,11th & Washington,Le Viet,39.937744633855324,-75.1611508483947,"1019 S 11th St (at Washington Ave), Philadelphia, PA 19147",56,Vietnamese Restaurant
2452,11th & Washington,Viet Huong Restaurant,39.93694005369687,-75.16187535689946,"1110 Washington Ave (at S 11th St), Philadelphia, PA 19147",66,Vietnamese Restaurant
2453,11th & Washington,Pho 75,39.9372143987388,-75.16278704877544,"1122 Washington Ave (btwn 11th St & 12th St), Philadelphia, PA 19147",135,Vietnamese Restaurant
2454,11th & Washington,Ratchada,39.936588872399085,-75.16140559681635,"1117 S 11th St, Philadelphia, PA 19147",74,Thai Restaurant
2457,11th & Washington,Sky Cafe,39.93701234513389,-75.16293716036692,"1122-38 Washington Ave, Philadelphia, PA 19147",150,Indonesian Restaurant
2463,42nd & Lancaster,Quality Taste Jamaican Restaurant & Jerk Hut,39.96309900792833,-75.20271181699856,"4002 Lancaster Ave, Philadelphia, PA 19104",604,Caribbean Restaurant
2467,42nd & Lancaster,Irie Caribbean West Indian Cuisine,39.96504808684384,-75.20490263784194,"4091 Lancaster Ave, Philadelphia, PA 19104",323,Caribbean Restaurant
2471,24th & Race SRT,Peddler Coffee,39.9582878249093,-75.17422193303025,"2100 Spring St (at N 21st St), Philadelphia, PA 19103",339,Coffee Shop
2475,24th & Race SRT,JG Domestic,39.95718574170839,-75.182156459992,"2929 Arch St, Philadelphia, PA 19104",355,American Restaurant
2487,"Pennsylvania & Fairmount, Perelman Building",Figs,39.96839401647117,-75.17854186604552,"2501 Meredith St (25th Street), Philadelphia, PA 19130",122,Mediterranean Restaurant
2489,"Pennsylvania & Fairmount, Perelman Building",The Bishop's Collar,39.96743480965734,-75.17697414917197,"2349 Fairmount Ave (at 24th St), Philadelphia, PA 19130",217,Bar
2491,6th & Race,La Colombe Coffee Roasters,39.95056267980895,-75.15075758821155,"100 S Independence Mall West (at Market St), Philadelphia, PA 19106",393,Coffee Shop
2492,6th & Race,Terakawa Ramen,39.955403963762315,-75.15440488682123,"204 N 9th St (btwn Race & Spring St), Philadelphia, PA 19107",418,Ramen Restaurant
2496,6th & Race,La Locanda Del Ghiottone,39.95304470547211,-75.14512461415435,"130 N 3rd St (at Cherry St), Philadelphia, PA 19106",415,Italian Restaurant
2497,6th & Race,Sang Kee Peking Duck House,39.95644347292135,-75.15402667490855,"238 N 9th St, Philadelphia, PA 19107",446,Chinese Restaurant
2502,Broad & Christian,Chipotle Mexican Grill,39.93902286837372,-75.16775132324646,"1000 S Broad St, Philadelphia, PA 19146",148,Mexican Restaurant
2505,Broad & Christian,Starbucks,39.93814367595363,-75.16696429034168,"1002 S Broad St (Washington Avenue), Philadelphia, PA 19146",227,Coffee Shop
2507,Broad & Christian,Quetzally Mexican Food,39.941602357178446,-75.16314433413895,"1225 Fitzwater St (at S 12th St), Philadelphia, PA 19147",357,Mexican Restaurant
2509,Broad & Christian,L'Anima,39.939471000000005,-75.17119100000001,"1001 S 17th St (Carpenter), Philadelphia, PA 19146",373,Italian Restaurant
2512,Broad & Cherry,Amuse at Le Meridien,39.954303678615744,-75.16429148186037,"1421 Arch St, Philadelphia, PA 19102",150,French Restaurant
2514,Broad & Cherry,Nom Wah Philadelphia,39.95652088029104,-75.16062473020692,"218 N 13th St (Vine & Race), Philadelphia, PA 19107",247,Dim Sum Restaurant
2521,13th & Locust,Little Nonna's,39.94796392396066,-75.16198817025744,"1234 Locust St, Philadelphia, PA 19107",31,Italian Restaurant
2522,13th & Locust,Bud & Marilyn's,39.947792141419676,-75.16225657280376,"1234 Locust St (at S 13th St), Philadelphia, PA 19107",40,Comfort Food Restaurant
2524,13th & Locust,Cappelli Brothers Cigar Company,39.94843289874222,-75.16207575182774,"211 S. 13 St Philadelphia Pa (13th Walnut Between Locust Street), Philadelphia, PA 19107",34,Hookah Bar
2525,13th & Locust,Vedge,39.94791087997688,-75.16149563861157,"1221 Locust St (btwn 12th St & 13th St), Philadelphia, PA 19107",70,Vegan and Vegetarian Restaurant
2526,13th & Locust,Franky Bradley's,39.948584512052285,-75.16304154608379,"1320 Chancellor St, Philadelphia, PA 19107",81,Cocktail Bar
2528,13th & Locust,U BAR,39.9478261595611,-75.16154639972808,"1220 Locust St (at S Camac St), Philadelphia, PA 19107",71,Gay Bar
2529,13th & Locust,Tavern On Camac,39.94729492117529,-75.1616352765001,"243 S Camac St (btwn Locust & Spruce St), Philadelphia, PA 19107",109,Gay Bar
2530,10th & Federal,Rim Cafe,39.934280260582156,-75.15892816678588,"1172 S 9th St (at Federal St), Philadelphia, PA 19147",127,Café
2533,10th & Federal,Garage,39.93350741298704,-75.158886727439,"1231 E Passyunk Ave (at 9th St), Philadelphia, PA 19147",158,Bar
2534,10th & Federal,South Philly Barbacoa,39.93498719736894,-75.15869668927145,"1149 S 9th St, Philadelphia, PA 19147",165,Mexican Restaurant
2536,10th & Federal,Tiffin Bistro,39.93473682339674,-75.16231901107831,"1100 Federal St, Philadelphia, PA 19147",168,Indian Restaurant
2538,10th & Federal,Triangle Tavern,39.93220277721176,-75.16108015655877,"1338 S 10th St, Philadelphia, PA 19147",240,Bar
2539,10th & Federal,Mole Poblano,39.935079299297286,-75.15890209250038,"1144 S 9th St, Philadelphia, PA 19147",155,Mexican Restaurant
2543,Rodin Museum,Dizengoff,39.96300504544611,-75.17428656367117,"2101 Pennsylvania Ave, Philadelphia, PA 19130",56,Jewish Restaurant
2544,Rodin Museum,Goldie - Whole Foods Market,39.96300258045803,-75.1742946711873,"2101 Pennsylvania Ave, Philadelphia, PA 19130",56,Falafel Restaurant
2546,Rodin Museum,WFM Coffee Bar,39.9628975369245,-75.17413924269384,"2101 Pennsylvania Ave, Philadelphia, PA 19130",44,Coffee Shop
2548,Rodin Museum,Umai Umai,39.964673,-75.17412999999999,"533 N 22nd St, Philadelphia, PA 19130",241,Sushi Restaurant
2550,Frankford & Belgrade,Wm. Mulherin's Sons,39.97180489879118,-75.13512193388114,"1355 N Front St, Philadelphia, PA 19122",59,Italian Restaurant
2551,Frankford & Belgrade,La Colombe Coffee Roasters,39.97120797191968,-75.13427000683028,"1335 Frankford Ave (btwn Mercer & Master St), Philadelphia, PA 19125",83,Café
2554,Frankford & Belgrade,sweetgreen,39.97171,-75.134254,"100 W Oxford St, Philadelphia, PA 19125",31,Salad Restaurant
2555,Frankford & Belgrade,El Bar,39.971817775695264,-75.13532477164699,"1356 N Front St (at Master St), Philadelphia, PA 19122",75,Dive Bar
2556,Frankford & Belgrade,Hiroki,39.97169217555133,-75.13508376279403,"1355 N Front St (Master St), Philadelphia, PA 19122",61,Japanese Restaurant
2558,Frankford & Belgrade,Bottle Bar East,39.97051769303767,-75.13462573962506,"1308 Frankford Ave (at Thompson St), Philadelphia, PA 19125",159,Bar
2560,"39th & Mt. Vernon, Mantua Haverford Community Center",Quality Taste Jamaican Restaurant & Jerk Hut,39.96309900792833,-75.20271181699856,"4002 Lancaster Ave, Philadelphia, PA 19104",277,Caribbean Restaurant
2562,"39th & Mt. Vernon, Mantua Haverford Community Center",Golden Tea House,39.9605610414915,-75.20194542692583,"40th and Baring, Philadelphia, PA 19104",437,Piano Bar
2564,"39th & Mt. Vernon, Mantua Haverford Community Center",Jollie's West,39.96020674442674,-75.19719146840866,"3800 Lancaster Ave (at 38th St), Philadelphia, PA 19104",484,Hookah Bar
2568,"39th & Mt. Vernon, Mantua Haverford Community Center",Green Line Powelton Village,39.95933659577614,-75.1949809788369,"3649 Lancaster Ave (at 37th St & Powelton Ave), Philadelphia, PA 19104",667,Coffee Shop
2570,9th & Arch,Bubblefish,39.95345457284423,-75.15515705141259,"909 Arch St, Philadelphia, PA 19107",73,Sushi Restaurant
2571,9th & Arch,EMei Restaurant,39.953607844040114,-75.15543428390275,"915 Arch St, Philadelphia, PA 19107",99,Chinese Restaurant
2572,9th & Arch,Oishii Poke,39.95325279099334,-75.1561913482706,"938 Arch St, Philadelphia, PA 19107",161,Poke Restaurant
2573,9th & Arch,QT Vietnamese Sandwich,39.95319482483924,-75.156397939643,"48 N 10th St (btw Arch St & Filbert St), Philadelphia, PA 19107",180,Vietnamese Restaurant
2575,9th & Arch,Spice C Hand Drawn Noodle House,39.95439581127642,-75.15605049337238,"131 N 10th St, Philadelphia, PA 19107",185,Chinese Restaurant
2576,9th & Arch,Penang Malaysian Cuisine,39.95409244667953,-75.15619877889196,"117 N 10th St (btwn Arch & Cherry St), Philadelphia, PA 19107",179,Malay Restaurant
2579,9th & Arch,Ting Wong,39.95474572169273,-75.15603030152103,"138 N 10th St (at Arch St), Philadelphia, PA 19107",209,Chinese Restaurant
2580,9th & Locust,Sweetgreen,39.94832076167723,-75.15701806486913,"924 Walnut St (at 10th St), Philadelphia, PA 19107",111,Salad Restaurant
2583,9th & Locust,Kanella,39.94626186730036,-75.15794330039307,"1001 Spruce St, Philadelphia, PA 19107",144,Greek Restaurant
2586,9th & Locust,Strangelove's,39.94810652500849,-75.15921114232788,"216 S 11th St (btwn Walnut St & Locust St), Philadelphia, PA 19107",211,Sports Bar
2594,10th & Oxford,Chipotle Mexican Grill,39.97941177238066,-75.15316936775942,"1100 W Montgomery Ave (at N 11th St), Philadelphia, PA 19122",388,Mexican Restaurant
2595,10th & Oxford,Chick-fil-A,39.97920011096698,-75.15499234199524,"1755 N 13th St, Philadelphia, PA 19122",465,Fast Food Restaurant
2596,10th & Oxford,Honeygrow,39.97742972464794,-75.15751755550048,"1601 N Broad St (Cecil B Moore Ave), Philadelphia, PA 19122",567,Salad Restaurant
2608,22nd & Lehigh,On The Rocks,39.99714065547814,-75.16540324044244,"21st and Somerset St, Philadelphia, PA 19132",216,Bar
2613,Free Library of Philadelphia - Central Library,Gyu-Kaku Japanese BBQ,39.96072762984046,-75.17020957431274,"1901 Callowhill St, Philadelphia, PA 19130",166,Japanese Restaurant
2616,Free Library of Philadelphia - Central Library,Buena Onda,39.96079412914127,-75.17086170326931,"1901 Callowhill St (at 20th St), Philadelphia, PA 19130",178,Mexican Restaurant
2617,Free Library of Philadelphia - Central Library,Doma Japanese Restaurant,39.96052071525839,-75.16919632546524,"1822 Callowhill St, Philadelphia, PA 19130",174,Sushi Restaurant
2621,29th & Dauphin,Mom's Seafood,39.991391,-75.180044,"2312 N 29th St, Philadelphia, PA 19132",33,Seafood Restaurant
2626,29th & Dauphin,My Bed,39.99158630645454,-75.18255781733248,"At Home, Philadelphia, PA 19132",243,Bar
2627,29th & Dauphin,Panda,39.99266281603961,-75.18198770777738,"3024 W York St, Philadelphia, PA 19132",251,Chinese Restaurant
2629,29th & Dauphin,Assassins Motorcycle Club,39.99036035921324,-75.17637411394517,"Philadelphia, PA",301,Sports Bar
2637,29th & Tasker,Korea Taqueria,39.934205927262866,-75.19615718950621,"3101 Tasker St (S 31st St), Philadelphia, PA 19145",260,Korean Restaurant
2639,29th & Tasker,Twin dragon,39.93439816406175,-75.18967876679093,"27th & dickinson, Philadelphia, PA 19146",310,Chinese Restaurant
2640,40th & Spruce,Copabanana,39.9516077742134,-75.20315443407293,"4000 Spruce St (at 40th St), Philadelphia, PA 19104",65,Mexican Restaurant
2643,40th & Spruce,HipCityVeg,39.95354777130988,-75.2026360924769,"214 S 40th St, Philadelphia, PA 19104",155,Vegan and Vegetarian Restaurant
2647,40th & Spruce,Panera Bread,39.95394888650906,-75.20285076195775,"200 S 40th St, Philadelphia, PA 19104",195,Coffee Shop
2649,40th & Spruce,Greek Lady,39.953278523065855,-75.20266610072558,"222 S 40th St (btwn Locust & Walnut), Philadelphia, PA 19104",125,Greek Restaurant
2662,11th & Market ,Honeygrow,39.950876736160026,-75.15823287895564,"15 S 11th St, Philadelphia, PA 19107",105,Salad Restaurant
2670,17th & Locust,Bluestone Lane,39.94897046841233,-75.16956977088739,"1701 Locust St (at S 17th St), Philadelphia, PA 19103",20,Café
2671,17th & Locust,Via Locusta,39.9489379,-75.1702705,"1723 Locust St, Philadelphia, PA 19103",42,Italian Restaurant
2672,17th & Locust,Parc,39.949067,-75.170776,"227 S 18th St (at Locust St), Philadelphia, PA 19103",87,French Restaurant
2674,17th & Locust,Spice Finch,39.9492472507352,-75.16906783720802,"220 S 17th St (at Chancellor St), Philadelphia, PA 19103",73,Mediterranean Restaurant
2677,17th & Locust,Tequilas,39.94855143126962,-75.16791786924912,"1602 Locust St (at 16th St), Philadelphia, PA 19103",162,Mexican Restaurant
2680,Broad & Federal,Restaurant Taqueria El Jarocho,39.93648228480978,-75.16484109459253,"1138 S 13th St (at Ellsworth St.), Philadelphia, PA 19147",222,Mexican Restaurant
2681,Broad & Federal,ReAnimator Coffee,39.934027,-75.16597,"1248 S Clarion St (Wharton St), Philadelphia, PA 19147",189,Coffee Shop
2687,Broad & Federal,Sky Cafe,39.93701234513389,-75.16293716036692,"1122-38 Washington Ave, Philadelphia, PA 19147",393,Indonesian Restaurant
2688,Broad & Federal,Pho 75,39.9372143987388,-75.16278704877544,"1122 Washington Ave (btwn 11th St & 12th St), Philadelphia, PA 19147",415,Vietnamese Restaurant
2689,Broad & Federal,The Victor Cafe,39.93163268258334,-75.1663265045386,"1303 Dickinson St, Philadelphia, PA 19147",433,Italian Restaurant
2691,27th & South,Callahan's Grille,39.94611366054649,-75.18385532234286,"2615 South St, Philadelphia, PA 19146",78,Dive Bar
2693,27th & South,Rowhome Coffee,39.947607383121884,-75.18253248026421,"2536 Pine St, Philadelphia, PA 19103",263,Coffee Shop
2694,27th & South,Rival Bros Coffee,39.94653993759493,-75.18068102034958,"2400 Lombard St (at S 24th St), Philadelphia, PA 19146",352,Coffee Shop
2701,"3rd & Wildey, Liberty Lands Park",Baan Thai,39.96718594081968,-75.1411644949396,"1030 N American St, Philadelphia, PA 19123",130,Thai Restaurant
